source_type,sample_id,light_source_name,plot_ms,gaussian_parse_tddft_ms,gaussian_broadening_ms,gaussian_light_source_ms,gaussian_integrals_ms,gaussian_total_sample_ms,lorentzian_parse_tddft_ms,lorentzian_broadening_ms,lorentzian_light_source_ms,lorentzian_integrals_ms,lorentzian_total_sample_ms,total_pair_ms,total_with_plot_ms
experimental,Fluorescein,LEDB3,1507.4020000029122,29.139499994926155,0.0,0.0043000036384910345,0.1294999965466559,29.71409999736352,29.139499994926155,0.0,0.017400001524947584,0.18249999993713573,30.611800000770018,60.325899998133536,1567.7279000010458
experimental,Fluorescein,CIEFL10,1622.0917999962694,29.139499994926155,0.0,0.0036999990697950125,0.09780000254977494,29.81970000109868,29.139499994926155,0.0,0.005800000508315861,0.12140000035287812,30.74699999706354,60.56669999816222,1682.6584999944316
experimental,Rhodamine_B,AM15G,1607.9406999997445,30.99569999903906,0.0,0.011500000255182385,0.18850000196835026,31.198299999232404,30.99569999903906,0.0,0.0047000066842883825,0.14489999739453197,31.875000000582077,63.07329999981448,1671.013999999559
experimental,Rhodamine_B,LEDB4,1367.0238999984576,30.99569999903906,0.0,0.013100005162414163,0.16849999519763514,31.396999998833053,30.99569999903906,0.0,0.0037999998312443495,0.1005000012810342,31.98320000228705,63.3802000011201,1430.4040999995777
experimental,Rhodamine_B,LEDB2,1503.9732000004733,30.99569999903906,0.0,0.005699999746866524,0.09889999637380242,31.51169999910053,30.99569999903906,0.0,0.0030000010156072676,0.09580000187270343,32.08540000196081,63.597100001061335,1567.5703000015346
experimental,Rhodamine_B,LEDB3,1446.4999999981956,30.99569999903906,0.0,0.0042000028770416975,0.09839999984251335,31.618900000466965,30.99569999903906,0.0,0.0030000010156072676,0.10299999848939478,32.19459999672836,63.81349999719532,1510.3134999953909
experimental,Rhodamine_B,CIEFL10,1482.020100003865,30.99569999903906,0.0,0.0036999990697950125,0.09529999806545675,31.72169999743346,30.99569999903906,0.0,0.0032000025385059416,0.09549999958835542,32.29719999944791,64.01889999688137,1546.0390000007465
experimental,Rhodamine_6G,AM15G,1452.5781999982428,28.56199999951059,0.0,0.012100004823878407,0.16529999993508682,28.741699999955017,28.56199999951059,0.0,0.004699999408330768,0.09380000119563192,29.32439999858616,58.066099998541176,1510.644299996784
experimental,Rhodamine_6G,LEDB4,1447.432500004652,28.56199999951059,0.0,0.006000002031214535,0.12040000001434237,28.880899997602683,28.56199999951059,0.0,0.0030000010156072676,0.09510000381851569,29.42579999944428,58.30669999704696,1505.739200001699
experimental,Rhodamine_6G,LEDB2,1715.1535999946645,28.56199999951059,0.0,0.0041000021155923605,0.09789999603526667,28.989399994316045,28.56199999951059,0.0,0.0030999945010989904,0.09790000331122428,29.52989999903366,58.519299993349705,1773.6728999880143
experimental,Rhodamine_6G,LEDB3,1533.8321000017459,28.56199999951059,0.0,0.0034999975468963385,0.11690000246744603,29.114199998730328,28.56199999951059,0.0,0.0032000025385059416,0.09219999628840014,29.62889999616891,58.74309999489924,1592.575199996645
experimental,Rhodamine_6G,CIEFL10,1587.6544000057038,28.56199999951059,0.0,0.0034999975468963385,0.10040000051958486,29.222099998150952,28.56199999951059,0.0,0.0029000002541579306,0.10630000178935006,29.741299993474968,58.96339999162592,1646.6177999973297
experimental,Eosin_Y,AM15G,1535.866599995643,28.853100004198495,0.0,0.011000003723893315,0.17700000171316788,29.043099995760713,28.853100004198495,0.0,0.0046000059228390455,0.11169999925186858,29.63900000031572,58.68209999607643,1594.5486999917193
experimental,Eosin_Y,LEDB4,1410.9383999966667,28.853100004198495,0.0,0.005400004738476127,0.10310000652680174,29.16229999391362,28.853100004198495,0.0,0.0034999975468963385,0.09890000364976004,29.745799998636357,58.90809999254998,1469.8464999892167
experimental,Eosin_Y,LEDB2,1607.2191999992356,28.853100004198495,0.0,0.0039000005926936865,0.12749999586958438,29.299199995875824,28.853100004198495,0.0,0.0031000017770566046,0.0996999951894395,29.85229999467265,59.15149999054847,1666.370699989784
experimental,Eosin_Y,LEDB3,1488.543399995251,28.853100004198495,0.0,0.0034999975468963385,0.10279999696649611,29.409999995550606,28.853100004198495,0.0,0.0030000010156072676,0.09480000153416768,29.95329999976093,59.363299995311536,1547.9066999905626
experimental,Eosin_Y,CIEFL10,1592.3240000047372,28.853100004198495,0.0,0.0030999945010989904,0.1021999996737577,29.518799994548317,28.853100004198495,0.0,0.0030000010156072676,0.09750000026542693,30.056999996304512,59.57579999085283,1651.89979999559
experimental,Pyrene,AM15G,1520.7252000036533,64.05679999443237,0.0,0.011800002539530396,0.18069999350700527,64.25119999767048,64.05679999443237,0.0,0.0046000059228390455,0.1078000059351325,64.87669999478385,129.12789999245433,1649.8530999961076
experimental,Pyrene,LEDB4,1406.1724000057438,64.05679999443237,0.0,0.006299997039604932,0.11390000145183876,64.3835000009858,64.05679999443237,0.0,0.0032999960239976645,0.11250000534346327,64.99610000173561,129.37960000272142,1535.5520000084653
experimental,Pyrene,LEDB2,1592.0750000004773,64.05679999443237,0.0,0.0038999933167360723,0.10480000491952524,64.50200000108453,64.05679999443237,0.0,0.0033000032999552786,0.12590000551426783,65.12890000158222,129.63090000266675,1721.705900003144
experimental,Pyrene,LEDB3,1433.628699996916,64.05679999443237,0.0,0.0042000028770416975,0.09989999671233818,64.63629999780096,64.05679999443237,0.0,0.0037999998312443495,0.11789999553002417,65.25529999635182,129.89159999415278,1563.520299991069
experimental,Pyrene,CIEFL10,1438.332799996715,64.05679999443237,0.0,0.0032000025385059416,0.11709999671438709,64.7603999968851,64.05679999443237,0.0,0.0035999983083456755,0.1049999991664663,65.36760000017239,130.1279999970575,1568.4607999937725
